nid,title,content
298890,New York City Times Square from Above Art Print Poster - 24x36 custom fit with RichAndFramous Black 36 inch Poster Hangers,"Times Square is a major intersection in Manhattan, a borough of New York City at the junction of Broadway and Seventh Avenue and stretching from West 42nd to West 47th Streets. The Times Square area consists of the blocks between Sixth and Eighth Avenues from east to west, and West 40th and West 53rd Streets from south to north. Times Square, sometimes known as the Crossroads of the World, has achieved the status of an iconic world landmark and has become a symbol of its city. Times Square is principally defined by its spectaculars, animated, digital advertisements."
641585,Steiner Sports MLB New York Yankees Lou Gehrig Speech 8 x 10-inch Plaque,Commemorate on of the greatest Yankees of all time with this 8x10 plaque of Lou Gehrig's famous farewell speech. The collage features the full text of the speech as well as various photographs from that historic day at Yankee Stadium. Easily one of the New York Yankees and Major League Baseballs most recognizable historic moments this is a must have for any baseball fan. This piece comes on a cherry wood plaque.
1651858,23.6&quot; X 45.6&quot; DIY Image Design Vinyl Wall Decal New York City Skyline Graphic Wall Saying Vinyl Lettering Decal Quote Sticker Home Decal Mural Art,"Please throw the instruction out of the window when you see the video.http://www.youtube.com/watch?v=m5NyEkizQNgWorks on any smooth, clean & dry surface :walls, furniture, mirrors and windows,wall stickers for home, office, baby, kitchen art decoration!Comes with Installation Instructions and transfer film.Pakage Includes:Wall stickerTransfer filmKindly Reminder:Actual Size May Vary From Picture. Please See Size Above.Instruction:1. Clean the surface.2. Determine the place you wish to place the wall stickers.3. Rip off the clear sticky plastic film from the hard paper.4. Cut the patterns carefully into separate pieces.5. Peel off the design with the transfer film6. Stick the film on the place you would like to decorate.7. Press to fix the patterns, and then rip off the empty film.8. Done!Please use hair dryer to warm up the decals before peeling them off from the wall, which wont take off paint and leave any residue.Removal Instructions: Vinyl is easy to remove. Just use a hair blow dryer to loosen the vinyl from the wall. Peel the decal away. If necessary, use a mild soap to remove any"
1973545,"Yankee Boys - New York - Yankee Stadium 24x32 Poster Art Poster Print, 32x24","Yankee Boys - New York - Yankee Stadium 24x32 Poster is digitally printed on archival photographic paper resulting in vivid, pure color and exceptional detail that is suitable for any museum or gallery display. Finding that perfect piece to match your interest and style is easy and within your budget!"
47983,New York City Street Sign Cutouts,"An Awards Night To Remember! Make your awards night memorable for everyone. Hollywood has got nothing on you, when you use these fantastic oscar night decorations. Four sign cutouts per package. 24"" long and 4"" tall. Assorted street signs. Printed on both sides. Made of cardstock. Awards night decorations like these are great for corporate recognition event, Hollywood parties, and movie nights. Be sure to get all of the award night supplies you need, to make your event a hit! Part of Decorations > Cutouts"
1168478,Brooklyn Bridge (Walkway) Art Poster Print,Brooklyn Bridge Poster New York 11.75X36 Photo Sp0046
206165,GB Eye Manhattan Lights Poster,This high quality poster image is approximately 36-Inch by 24-Inch and is suitable for framing. The poster offers a lower cost alternative to a more expensive print or painting. Posters are perfect wall d&#xE9;cor for any household or age range.
975748,London Underground Map,If you are a fan or resident or fan of London than this is the poster for you. This poster features an actual London Underground Subway location route map.
1622723,I LOVE NY heart New York bumper sticker decal 6&quot; x 2&quot;,"BRAND NEW sticker is made of highest quality vinyl with up to 5 year outdoor guarantee. Sticker is die cut around the contour and easily removable. It will not leave behind residue or damage the surface when removed. Sticker can be applied to multiple surfaces, including bumpers, car windows, lockers, mirrors, metal, wood, or any other flat surface. All stickers ship within 24 hours of payment clearance."
985176,TOMTOP Mini Digital Portable Music MP3/4 Player Micro SD/TF USB Disk Speaker FM Radio (Rose),"Features:HiFi & clear loud sound output.LCD digital screen shows time and electricity.Elegant and stylish in appearance, compact and portable.With light weight, perfect for both home use and travel use.With unique transparent acrylic design and colorful lighting function, making it more fascinating!Specifications:Power supply: Rechargeble 550mA lithium battery / DC 5VDimension: Approx. 5.3 * 5 * 5cm / 2.09 * 1.97 * 1.97inItem weight: 119g / 4.2ozPackage size: 7.8 * 5.4 * 5.2cm / 3.07 * 2.13 * 2.05inPackage weight: 165g / 5.83ozPackage includes:1 * Mini Speaker1 * 3.5mm Audio Cable1 * USB Charging Cable1 * Hang Rope1 * User Manual"
412030,,Kaidaer Mn-02 Digital Speaker with Sd/tf Card for Iphone & Ipod SILVER
338326,Doinshop Fashion New Portable Micro SD TF USB Mini Stereo Speaker Music Player FM Radio PC Mp3 (Blue),"Features:Supports USB2.0 high speed transmission, fully compatible with USB1.1Flashing LED at the base of the speakerFunction Buttons: on/off, menu, previous song, next song, play/pause, volume controlLED display panelBuilt-in high capacity rechargeable battery, support long playCompact and portable, convenient to carryMaterial: Aluminum alloyPower source: Li-ion battery / DC5VSNR: >80dBMusic format: MP3Easy and Convenient to usePackage Include:1 x Mini Portable USB Speaker (Without retailing packing)1 x 3.5mm Plugs Cable with USB Charger"
1756774,"Soundfly AUX MP3 Player Car Fm Transmitter for SD Card, USB Stick, Mp3 Players (iPod, Zune, Sansa) with Remote Control","Soundfly AUX lets you listen to MP3 sound files stored in portable memory devices like USB flash memory & SD card, etc through your car radio speakers. Music can play through both Fm frequency and direct connection with Aux port in your car. 1.5 inch Black LCD screen shows playing time, artist name, song name, folder name. It also lets you navigate through files and folders in your portable memory device. Soundfly AUX transmits to all FM frequencies (88.1MHz-107.9MHz) and memorizes up to 4 FM frequencies. It has RDS function that also lets you view artist and song name on your compatible radio display. You can also transmit music from other Mp3 players such as iPod, Zune, Sansa etc. Other functions include bookmarking, repeat, shuffle & volume, treble, bass, contrast adjustment. Fully functional remote control enables easy operation. Just plug USB stick or SD card in Sound-Fly Aux & Enjoy music!"
1958704,"Generic 7-Port USB Hub with ON/OFF Switch, Black (7 Port USB Hub)",7-Port USB Hub with on and off switches. The 7-Port USB 2.0 offers high speed and portability with its compact size.
182553,New Waterproof Shockproof Dirtproof Snowproof Protection Case Cover for Apple Iphone 4 4S (White),"Ready for some summer fun? Affordable generic waterproof cases have arrived! Perfect for trips to the lake, river, waterpark and beach, these will save your phone from accidents that tend to happen during the fun in the sun. So your generic waterproof case works properly, please read the installation manual that accompanies the product. Best practice is also to water-test your case in a bucket without your phone inside just to make sure you didn't get a defective product (it happens sometimes, so it's best to check before your phone is at risk) - test it for 5-10 minutes just to be sure. During installation, make sure all of the seals and o-rings seat well, otherwise leaks may result. Keep your ringer switch on as well, so the case fits best. Careful about dropping this case. It's cheaper than the $70 ones both in price and quality, so you'll have to baby it. If you drop it hard, it certainly could break and cause leaks. This case is designed to be submersible up to 6 feet and it's sealed from dirt, dust, snow, ice and most importantly, beer pong incidents."
127874,Earson Outdoor Sport Waterproof Shockproof Dust-proof Wireless Bluetooth Speaker,"Features: a. No More Tangled Wires ! Perfect sound quality and bass effect, when you go out to enjoy unfettered music anywhere ! b. Stable triangle shape structure, exquisite and attactive metal grid c. A2DP stereo Bluetooth transmission d. 4W strong output power with outstanding sound quality e. Waterproof, Dustproof, Anti-scratch, Shockproof,Rechargeable, suitable for both indoor and outdoor exercise f. Aux in function support all digital audio device with 3.5mm jack, such as iPod/iPhone/ipad,Cell phone,MP3, MP4,Computer, Notebook, PSP... g. playtime lasts for 5 hours at least h. Passed the simulation environment test, you can use it in the rain without any problem Specifications: Loudspeaker Output : 2W x 2 Speaker unit: 1.5"" x 2 Impedance: 4&#x3C9; Frequency response: 80Hz-20KHz Power supply: 1500mA battery Unit size: 150*56*56mm Pairing passkey or PIN: 0000 Attention&#xFF1A; This product was design for waterproof and you can use it in the rain without any problem but please don't put it into the water Package included: &#x2022; 1 x Bluetooth Speaker &#x2022; 1 x USB charge cable &#x2022; 1 x Audio Cable &#x2022; 1 x Layard &#x2022; 1 x User Manual"
2410420,KD-MN01 Music Angle Desktop Multi-function MP3 Player Stereo USB Speaker with FM + Micro SD / TF Slot,"Specification:Output: RMS 3W2 THD=10%Frequency: 150~1800Hz(3dB)SNR: more than 80dBResponse Sensitivity: &#x2265;80dBPower Input: USB DC 5VSpeaker Unit: 45mmCase Material: Pure ABSDimensions of speaker: 50*50*50MMWeight of speaker: 80gThis is a modern fashion, the appearance of a unique mini digital audio. The new aluminum diaphragm micro-speaker, clear,treble, bass, pure, unique design, the sound quality was even better. New concept of integrated digital audio player, connect your MP3, MP4, CD, Ipod, Iphone, PSP, mobile phones, computers. Metal, cicular design, button curved design, a variety of colors, highlights the modern style, make you own way.Please note that this is a mini size speaker."
61938,8gb Slim 1.8 LCD Mp3/Mp4 Music Video FM Radio Media Player BLACK,"1.8'' TFT LCD screen with 65000 true color displays. Built-in Samsung Flash Memory Capacity: 8GB, Support multiple audio music formats: .MP3.WMA.WAV.etc. Support AMV video format, AVI are convertible To AMV. format Built-in FM Radio : 87MHz to 108MHz, auto preset 20 channels manual preset 20 channels support voice recording and FM radio internal recording Support ID3 lyrics and TXT* E-book viewer function. Support JPG and GIF picture viewer function. Dividable memory for private space function, Usb2.0 guarantees high speed transfer, Various Play Modes: Normal, Repeat Once, Repeat All, Repeat Folder, Random, Intro, 7 preset equalizer for your music: Natural, Rock, Pop, Classic, Soft, Jazz, DBB, Support Multi Languages: Simplified Chinese, English, German, French, Italian, Dutch, Portuguese, Spanish, Russian, etc. Built-in rechargeable Li-ion battery by charger or USB port, Audio Connector: 3.5 mm headphone jack. Operating System: Windows ME, 2000, XP, VISTA Package: MP4 PLAYER, USB CABLE, EARPHONE,USER'S MANUAL"
14612,"A Manual for Writers of Research Papers, Theses, and Dissertations, Eighth Edition: Chicago Style for Students and Researchers (Chicago Guides to Writing, Editing, and Publishing)",
532905,"Franklin, Jefferson, &amp; Madison: on Religion and the State (U.S. Constitution &amp; Bill of Rights)","The product of twenty years of careful research in the National Archives, Library of Congress, and other libraries, this book presents views on a national theme, ""Religion and the State."" The ideas of Benjamin Franklin, Thomas Jefferson, and James Madison on Church-State issues, as well as their personal religious views, reflect the roots of religion in America. The Founders&#x92; ideas on the ""free exercise of religion"" illuminate their original intent regarding our First Amendment rights.Dr. Franklin recommended public prayer at the Constitutional Convention. Jefferson recommended to children that they read the Bible. Madison felt strongly that government officials should not interfere with our private lives. While respecting the value of religion, they supported separation of Church and State.Church-State issues remain hotly debated. The national media regularly covers related topics: ""Faith-based Initiatives,"" ""Prayer in Schools,"" ""In God We Trust,"" ""Public Displays of Ten Commandments,"" and more.Because Franklin, Jefferson, and Madison played such key roles in the creation of the U.S. Constitution and Bill of Rights, their writings are especially important. When they speak to the ""original intent"" of the founders, their documents provide direct evidence for interpreting our Constitutional rights. This is the kind of evidence sometimes considered by Justices of the U.S. Supreme Court to determine the ""original intent"" of the Constitution.Religious freedom is important to people around the world. However, not everyone enjoys the same protections offered under the U.S. Constitution. This book may be especially meaningful to people still striving to achieve freedom of religion. For those struggling under religious persecution, we hope the visions of Franklin, Jefferson, and Madison will inspire courage and self-determination."
1211674,The Faiths of the Postwar Presidents: From Truman to Obama (George H. Shriver Lecture Series in Religion in American History),"&quot;[Holmes] is politically and confessionally nonpartisan, which allows him to write impressively balanced accounts of such matters as Nixon&rsquo;s betrayal of Billy Graham&rsquo;s trust and Obama&rsquo;s connection to Jeremiah Wright, who, on the evidence, was an excellent pastor who&rsquo;d never been 'controversial' before the media started sound-biting his sermons. Only Kennedy emerges from Holmes&rsquo; presentation as less sympathetic than current opinion considers him. Another interesting take on the presidency.&quot;&mdash;Ray Olson,Booklist"
1701724,Abraham Lincoln: From Skeptic to Prophet,"...the best book ever written about Abraham Lincoln's religious views... . this fascinating book is based on total mastery of the sources on Abarham Lincoln, and it will offer revelations even to those who have studied Lincoln for years. --David Herbert Donald, Professor Emeritus, Harvard University...fresh information about the Sixteenth President...challenges some traditional interpretations...unsentimental analysis of Mary Todd Linocln... the peculiar cicumstances surrounder her wedding will raise many eyebrows. --Dr. Michael Burlingame, Connecticut College....Abraham Lincoln: from Skeptic to Prophet is the most complete and reliable treatment about the subject to date, and convincingly illustrates how America's greatest president came to be one of the nation's greatest spiritual leaders.... --Steven K. Rogstad, Lincoln Felowship of Wisconsin"
1906398,Faith and the Presidency From George Washington to George W. Bush,"""Wonderfully informed...one could do far worse than approach his text as an alternative biographical portrait of certain chief executives. But he does such a fantastic job of explicating the Presidents' career trajectories by means of their religious convictions that the book is in fact far more than this.""--Journal of American Studies""At a time when presses (and readers) groan under the weight of panicky punditry on religion and the presidency, it is a welcome relief to possess Smith's well-researched, balanced and fair-minded study of a perennially interesting topic.""--Christian Century"
1813675,Viega MBS136R 50601 New Style Red Key for Pex Manabloc,VIEGA MBS136R 50601 RED KEY FOR PEX MANABLOC NEW STYLE
1653542,"SharkBite U880B100 PEX Tubing, 1-Inch by 100-Feet",SharkBite U880B100 PEX Tubing 1-Inch x 100 ft. Coil without Oxygen Barrier Blue Color
1362957,Watts Water Technologies P-10PORT Preassembled PEX Manifold,"10 and 20 port Quick connect manifolds for use with PEX, copper and CPVC. Full flow 1'' CTS (Rigid copper tube size) inlet and outlet ports can be reduced to 3/4'' with 1'' x 3/4'' reducers (included). 1/2'' CTS (copper tube size) Quick connect (push) outlets with 1/4 turn ball valves for quick control of each line. Manifolds can be deadheaded by leaving the end plugs installed or used as a return loop using the return loop end (included). Manifolds can also be placed in series by installing 6'' pieces of 1'' PEX, copper, or CPVC pipes into each inlet/outlet of manifold. Preinstalled mounting kit allows manifold to be securely fastened. All 1/4 turn outlet ports use the patented Watts Quick connect collet and O ring guide design. Manifold should be located in an accessible area but can be concealed behind a finished wall with access. Manifolds include: Preassembled 10 or 20 port 1/4 turn outlet valves, 10 or 20 individual label plates for fast circuit identification, (1) 3/4'' x 1'' reducer, (2) 3/4'' end plugs, (1) return end, and instructions. Faster, easier connections, includes shut off valves and more versatile as it can use PEX, copper or CPVC than the manibloc type manifold."
1453121,"Watts P-699 J-Hook for 1/2-Inch PEX Pipe Support, 5-Pack",Watts J-hook pipe hanger fasteners are used to organize and fasten WaterPEX pipe to behind-wall studs. They can be simply nailed into a stud to offer support for 1/2-Inch PEX pipe in potable water systems.
2097717,"SharkBite U860W25 PEX Tubing, 1/2-Inch by 25-Feet",SharkBite U860W25 PEX Tubing 1/2-Inch x 25 ft. Coil without Oxygen Barrier White Color
2256236,Milwaukee 48-76-4008 Quik-Lok 8-Foot 3 Wire Grounded Cord,"8' Quik-Lok Power Cord This Milwaukee quik-lok cord is a three wire grounded 8 foot cord for fast field replacement of a damaged cord. Made of premium grade hi-flex wire the cord is quickly removed and attached to Milwaukee tools with the quik-lok cord feature. to change a damaged cord simply turn the collar at the top of the cord counter clockwise to loosen the nut and pull down on the cord to remove. to re-attach a new cord, line up the pins in the end of the tool with the pin receptacles in the end of the cord, push together and turn the collar clockwise to lock in place. Cord has a 5-15p NEMA type plug. Features: 8' Quik-Lok Cable Hi-Flex Wire 5-15 NEMA Type Plug Since its founding in 1924, Milwaukee has focused on a single vision: To produce the best heavy-duty electric power tools and accessories available to the professional user. Today, the Milwaukee name stands for the highest quality, durable and reliable professional tools money can buy."
2168502,SharkBite U008LFCP 1/2-Inch Straight Coupling Contractor 10 Pack,"The SharkBite push-fit fittings are the fastest, easiest way to join copper, CPVC, or PEX tubing in any combination. Each fitting increases ease of use while decreasing the time and effort needed to connect water distribution pipe. There is no glue, soldering or crimping needed. Simply cut your pipe, debar, mark the pipe approximately 1 (for proper insertion depth), install pipe to proper depth and you're done."
316838,"Coleman Cable 09632 CL2 Bulk Thermostat Cable, 18-Gauge 2-Conductor 100-Feet","Coleman Cable 09632 100-Feet Bulk 18-Gauge 2-Conductor Thermostat Wire-UL, Type CL2, 60-Degree Celsius Thermostat wire goes from your heat system to your thermostat. It is made with a similar number of strands that thermostats have and perfect amount of thickness."
2413091,"SharkBite U855B100 PEX Tubing, 3/8-Inch (1/2 O.D.) by 100-Feet",SharkBite U855B100 PEX Tubing 3/8-Inch (1/2-Inch O.D.) x 100 ft. Coil without Oxygen Barrier Blue Color
1158002,Ridgid 23493 Single Stroke Plastic Pipe and Tubing Cutter,"Since 1923, Ridgid has remained the symbol of certainty to dedicated professionals of the expert trades. Every tool that bears the Ridgid brand is engineered to the same high standards of quality, strength and endurance, as that was first heavy-duty pipe wrench more than 80 years ago. Ridgid covers its products with a lifetime warranty against defects in material or workmanship for the life of the tool. The Ridgid 23493 PC-1375 plastic pipe and tubing cutter has an X-cel blade for fast, single stroke cutting and there is no ratcheting or twisting required. It is made from durable aluminum for heavy-duty uses. Also it has replaceable, hardened steel cutting blades and spring-loaded handles that provide instant adjustments to any pipe size"
547891,"Watts P-772 3/4-Inch Stainless Steel Cinch Clamp for 3/4-Inch PEX Pipe, 10-Pack","Watts stainless steel Cinch clamps are perfect for connecting PEX pipe to crimp-type fittings in hard-to-reach spaces. Simply pinch the tab closed with the Cinch Tool to make the connection. CinchClamps are made from corrosion-resistant annealed 304 stainless steel (meets NSF/ANSI Std. 14, ASTM 2098)."
1943942,"""Romex&reg;  Building Wire, NM-B 14/2 250'""","Romex Wire with SIM Jacket that improves performance. Pulls faster, strips easier, reduced burn-thru and is tear resistant. Includes ground."
1071283,ALEKO&reg; 10 Pieces 240 Grit Sanding Discs Sander Paper for Drywall Sander,10 Pieces 240 Grit Sanding Discs Sander Paper for Drywall Sander
472309,Zurn Qickclamp Crimp Ring,"""ZURN"" QICKCLAMP CRIMP RING Size : 1/2"" Stainless steel 304 mechanical fastener used to secure Zurn tubing and fittings Integral locating flange and sight hole assist in creating water-tight crimp 25 year limited warranty when used with Zurn Pex tubing and Zurn fittings Suitable for both plumbing and heating applications Contractor 100 pack for Ace no. 4364907"
607751,Cash Acme U308LFA 1/2-Inch by 1/2-Inch FNPT SharkBite Lead Free Elbow,"SharkBite is the push-fit connection system that's really taking hold. It's the easiest way to join copper, CPVC or PEX pipe in any combination - with no soldering, clamps, unions or glue. Just insert the pipe and the stainless steel teeth bite down and grip tight, while a specially formulated O-ring compresses to create a perfect seal. Disassembly is just as fast using the simple disconnect tool. So fittings and valves can be easily changed and reused. They can even be rotated after assembly for easier installation in tight spaces. Get SharkBite, and get a grip on your next plumbing project. These fittings are lead free and meet all requirements for plumbing in California and Vermont."
431735,"Siemens Q2020 Two 20-Amp Single Pole 120-Volt Circuit Breakers, for use only where Type QT breakers are allowed","Siemens space saving, plug in circuit breakers are intended for use in Siemens EQ, Siemens Ultimate, ITE, and Gould load centers and meter combinations that are rated to accept type QT breakers. Check wiring diagram to confirm. To ensure the warranty on a Siemens panel is not voided, the use of Siemens breakers is required. The duplex breakers provide two single pole breakers in the space typically required for only one standard breaker. These duplex, 1/2-Inch frame breakers are ideal when new circuits are required in a panel that has no available spaces."
854204,"Cash Acme U248A Shark Bite 90-Degree Elbow Push Pipe Fittings, 1/2-by-1/2-Inch","SharkBite is the push-fit connection system that's really taking hold. It's the easiest way to join copper, CPVC or PEX pipe in any combination - with no soldering, clamps, unions or glue. Just insert the pipe and the stainless steel teeth bite down and grip tight, while a specially formulated O-ring compresses to create a perfect seal. Disassembly is just as fast using the simple disconnect tool. So fittings and valves can be easily changed and reused. They can even be rotated after assembly for easier installation in tight spaces. Get SharkBite and get a grip on your next plumbing project. This item cannot ship to CA or VT."
764667,"reliance worldwide corp 22304-0000lf 1/2&quot;, Ball Valve With Drain","1/2"", Ball Valve With Drain, Lead Free Sharkbite Push Fit Fittings For Use With Copper Tubing CTS, CPVC & Pex With Integral Tube Liner Included, Constructed Of DZR Brass, Certified To 200 PSI & 200 Degrees Fahrenheit, Design Certified To ASSE 1061/NSF61 Standards, Meets UPC, IPC & CUPC Requirements, Fittings Are Listed With IAPMO & Are Certified For Use On Potable & Hydronic Water Distribution, Certified For Underground Applications & As A Manufactured Joint Without The Need For Access Panels, Lead Free Compliant To Federal Law 111-380."
1187108,"Watts PEX LFP-551 Straight Stop Valve 1/2-Inch x 1/2-Inch Fem Pipe PEX Low-Lead, Chrome",Watts Lead Free brass insert fittings are used in potable PEX pipe systems. They are installed using either stainless steel ratcheting Cinch bands or with more traditional copper Crimp rings. Both applications require the use of either a Cinch tool or Crimp tool. Manufactured in accordance with American Society for Testing and Materials (ASTM International) F877 and F1807. Listed by the NSF International to NSF Standards 14 and 61 for use in potable water systems. Listed by NSF International to be in compliant to the Uniform Plumbing Code. Labeled B137.5 which indicates that it is compliant to the CSA Standards B137.5.
1059232,"Watts P-667 Ice Maker Tee Valve, 1/2-Inch CTS x 1/4-Inch OD","This fitting incorporates stainless steel gripping teeth in the collets. These corrosion resistant teeth allow the connectors to interconnect with multiple materials without the need for special tools or tube inserts. It works with copper, CPVC, pex, LPDE, MPDE, HDPE and polybutylene tubing."
2221788,Cobra PST109 Inside Pipe Cutter,Inside pipe cutter attaches to a hand drill. Cuts 1-1/4-Inch and larger PVC and ABS pope.
160561,Bayer Advanced 704640B Brush Killer Plus Concentrate - 32 oz.,"One application kills poison ivy, poison oak, kudzu and other tough brush problems down to the roots. How It Works: This selective systemic herbicide enters plants through their leaves, green or cut woody shoots, and roots then moves throughout the plant and interferes with processes found only in plants. Visual symptoms, such as wilting and yellowing, appear in 1 to 6 weeks. Kills: Poison ivy, poison oak, poplar, ragweed, raspberry, salmonberry, sassafras, scotch broom, smartweed, spurge, sumac, sweetbay, magnolia, sweetgum, sycamore, tanoak, tansy ragwort, thimbleberry, trumpet creeper, tulip poplar, vetch, virginia creeper, western hemlock, wild grape, wild lettuce, wild rose, wild violet, willow and winged elm. Where to Use: Use around homes, cabins, buildings, fences, walkways, trails and wooded areas. When to Use: When brush is leafed out. Active Ingredients: Triclopyr, triethylamine salt: 0.8%."
969988,"SharkBite 23100 PEX Crimp Ring Tool Kit, 3/8-Inch, 1/2-Inch, 5/8-Inch, 3/4-Inch and 1-Inch","SharkBite 23100 PEX Crimp Ring Tool Kit Includes: Crimp Tool, Jaws f/ 3/8-Inch, 1/2-Inch, 5/8-Inch, 3/4-Inch, and 1-Inch Size Crimp Rings, and SharkBite Barb Fittings. And a Go-No-Go Gauge, Adjustment Tolls and Case."
994823,"SharkBite U3068FLEX18BVLF Flexible Water Heater Connectors, 1/2-Inch by 3/4-Inch by 18-Inch Length","SharkBite U3068FLEX18BVLF Flexible Water Heater Connectors 1/2-Inch x 3/4-Inch FIP, 18-Inch w/ Ball Valve Lead Free"
2409483,Siemens WN2060U Non-Fused AC Disconnect,"Siemens 60 Amp, outdoor rated, non-fusible air conditioner disconnect is a two pole 120/240V rated pullout used as a disconnecting means for electrical equipment"
1180555,"SharkBite U713 Disconnect Tongs, 3/4-Inch",SharkBite U713 Disconnect Tongs 3/4-Inch
2161544,Fernco Inc. FPW248CS 1-Inch Pow-R Wrap Pipe Repair,"Fernco Flexible Couplings have found wide acceptance among sewer and plumbing contractors and municipalities because of their quality and ease of installation. Fernco couplings are used for all types of in-house and sewer connections: drain, waste, vent piping, house-to-main, repairs, cut- ins, conductor, roof drains and increasers-reducers."
272391,"PEX Tubing, 1/2-Inch by 100-Feet by PEXFLOW&reg;","Provides flexible installation options Allows for easy assembly with PEXFLOW push-fit fittings without use of elaborate and costly tools Strong, flexible, resilient tubing that provides superior temperature performance Potable Water Conforms to ASTM F2023"
697461,Bernzomatic BZ8250HT Trigger-Start Hose Torch,"The Bernzomatic BZ8250HT Trigger-Start Hose Torch is ideal for high heat applications in tough to reach spaces. With a 5 foot hose, the torch provides the user with maximum reach to make any job easier. The kit comes with the torch and attached 5 ft hose as well as belt holder for the fuel. With the fuel being attached to your belt, the weight of the torch in your hand is significantly reduced making repetitive use and over head work significantly easier and reduces fatigue. The torch features an Instant on/off trigger igniter for simple one-handed operation and a High intensity swirl flame that targets heat output and provides a hotter, more efficient flame. The torch also has an adjustable flame control knob for ease in switching between different applications. The BZ8250 works with both Propane Fuel and Max Power Propylene Gas. With the solid brass regulator that allows you to work in any direction, the stainless steel burn tube constructed for durability and the lock button that keeps the torch lit for finger-free use, this hose torch has everything a professional and DIYer would need to get the job done."
339683,TapeBuddy Drywall Tape Machine,"One of the difficult tricks to a good drywall taping job is getting the right amount of the mud on the tape. Too much or too little and it just won't stick right. Tape Buddy eliminates this issue by pre-loading the perfect amount of drywall mud onto the tape - saving you time, money and effort. In fact, only the TapeBuddy applies more compound to the center of the tape where more compound is needed most. There is no need to pre-mud drywall joints or work with heavy, bulky equipment. Tape Buddy is lightweight and inexpensive, making it the perfect solution for those difficult drywall taping jobs. It will stand up to years of rugged use because there are no moving parts, and it's made of high density poly-ethylene plastic (HDPE). Comes with full instructions and a tips & tricks sheet. Tape sold separately."
660153,The Story of Esther: A Purim Tale,"Eric A. Kimmel is a celebrated children&#x2019;s author andmaster storyteller. His books have won National JewishBook Awards, and he has been given the Sydney TaylorLifetime Achievement Award. He lives in Oregon.Jill Weber is a children&#x2019;s book illustrator, book designer, and college art teacher. Her work has been praised for its &#x201C;childlike feel&#x201D; and &#x201C;vibrant appeal.&#x201D; She lives in New Hampshire."
1441602,"""Tikta'liktak: An Inuit-Eskimo Legend""","A young hunter is trapped on an ice floe and marooned on a barren island. . . . The Eskimo survives freezing weather, an attack by a polar bear, and the long journey that brings him safely home. . . . The authors distinctive drawings help make this a memorable book. (The New York Times)--This text refers to an out of print or unavailable edition of this title."
184307,The Treasure (Sunburst Book),
1065300,Seven Little Rabbits,
1956809,New Year at the Pier: A Rosh Hashanah Story,"Kindergarten-Grade 3&ndash;Izzy and his family get ready for the Jewish New Year ceremony ofTashlich, when people toss pieces of bread into a body of water to represent throwing away their misdeeds. Izzy, Miriam, their mom, and their community make a sincere effort to reflect on their own behavior, to apologize to those they have wronged, and to offer forgiveness to those who have wronged them. The setting is based on the annual tradition at Manhattan Beach, CA. Poetic text and flowing autumnal illustrations support the contemplative nature of the tale. Emotions ring true: Izzy nervously puts off difficult apologies, but experiences a clean, wide-open heart once he has spoken up. At the same time, the characters are real and human: despite their efforts to be good, Izzy and Miriam quarrel, as siblings will. A short author's note provides background about the holiday, but the story will be best appreciated by children already familiar with these traditions. However, the universality of emotion and the quality presentation make this book a good choice for multicultural New Year celebrations.&ndash;Heidi Estrin, Feldman Children's Library at Congregation B'nai Israel, Boca Raton, FLCopyright &copy; Reed Business Information, a division of Reed Elsevier Inc. All rights reserved."
1211470,"""Volcanoes (Let's-Read-and-Find-Out Science 2)""","Grade 3&ndash;4&mdash;Lloyd's colorful new graphics update Branley's 1985 text (HarperCollins), which includes accounts of a few historic eruptions (Mounts Vesuvius, Tambora, St. Helens, and Par&iacute;cutin) and explains how and why volcanoes form. Plate tectonics as well as scientists' study of and efforts to predict eruptions are also covered. A list of volcano facts appears, but it is frustrating in that the three types of volcanoes are named but not described. Instructions for an activity (plural on the cover) that involves making a baking soda and vinegar volcano are also appended. The new illustrations excel at depicting ideas presented in the text and include scenes of destruction, including buried cars, cities in ruins, and collapsed bridges. Overall, this work remains a sound, basic introduction to the topic, especially useful where the original is showing its age.&mdash;Jeffrey A. French, formerly at Willoughby-Eastlake Public Library, Willowick, OHCopyright &copy; Reed Business Information, a division of Reed Elsevier Inc. All rights reserved.--This text refers to theHardcoveredition."
137956,"""Smithsonian Diggin' Up Dinosaurs T-Rex""",Conduct your own archeological dig with this cool kit. Dig up a plastic skeleton of a t-ren. Waiting to be unearthed and assemble the bones into a cool t-rex. Detailed instructions are included.
1414999,Dinosaur Skeleton Fossil Playset: 12 Piece Toy set in Clip Bag for Play on the GO!,This 12-piece Adventure Planet playset features a variety of dinosaur fossil figures. Each set in transparent vinyl bag with zipper and clip.
44504,"Rocks: Hard, Soft, Smooth, and Rough (Amazing Science)","Sometimes a simple concept can have comprehensive value in a primary classroom. Rocks: Hard, Soft, Smooth, and Rough illustrates such an idea. This well-written book can help primary students learn to classify and observe. This basic introduction to rocks --NSTA RecommendsSimple text and cartoon-like illustrations provide information about igneous, sedimentary, and metamorphic rocks. --Science & ChildrenExplains the different types of rocks and where they are located, as well as what scientists can learn from studying rocks. Activities and an identification chart are included. http://www.teachingkidsbooks.com/ --Teaching with Kids' Books"
